Sourceid,Targetid,Voyageid,Env,TargetConfigFile,Key,Value
SrcShpfolio,TgtkfkaMXPFolio,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/Srcfolio_TgtkfkaMXPFolio,spark.src.table, shipdw.hvtb_lnd_folio_vperson_account_detail
SrcShpfolio,TgtkfkaMXPFolio,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/Srcfolio_TgtkfkaMXPFolio,spark.sql.warehouse.dir,/apps/spark/warehouse
SrcShpfolio,TgtkfkaMXPFolio,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/Srcfolio_TgtkfkaMXPFolio,spark.target.coalesce.value,10
SrcShpfolio,TgtkfkaMXPFolio,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/Srcfolio_TgtkfkaMXPFolio,spark.oper.metadata.table.mode,overwrite
SrcShpfolio,TgtkfkaMXPFolio,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/Srcfolio_TgtkfkaMXPFolio,spark.oper.metadata.table,HBTB_NBX_SHORETOSHIP_SYNC_VOYAGEOPS
SrcShpfolio,TgtkfkaMXPFolio,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/Srcfolio_TgtkfkaMXPFolio,spark.src.config.id,SrcShpfolio
SrcShpfolio,TgtkfkaMXPFolio,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/Srcfolio_TgtkfkaMXPFolio,spark.voyage.id,SC1912065NCM 
SrcShpfolio,TgtkfkaMXPFolio,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/Srcfolio_TgtkfkaMXPFolio,spark.target.config.id,TgtkfkaMXPFolio
SrcShpfolio,TgtkfkaMXPFolio,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/Srcfolio_TgtkfkaMXPFolio,spark.parent.id ,SQL_FOLIO_VPAD-SPARK_TAB_100-SC1912065NCM 
SrcShpfolio,TgtkfkaMXPFolio,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/Srcfolio_TgtkfkaMXPFolio,spark.target.ops.table.format,org.apache.phoenix.spark
SrcShpfolio,TgtkfkaMXPFolio,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/Srcfolio_TgtkfkaMXPFolio,spark.target.ops.table.mode,overwrite
SrcShpfolio,TgtkfkaMXPFolio,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/Srcfolio_TgtkfkaMXPFolio,spark.target.enablerops_table,SHIP.HBTB_INGESTION_METADATA
SrcShpfolio,TgtkfkaMXPFolio,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/Srcfolio_TgtkfkaMXPFolio,spark.target.zkurl,q-lab-hdp-ada1.virginvoyages.qa.dev:2181/hbase-secure:nbx.service@VIRGINVOYAGES.QA.DEV:/home/nbx.service/nbx.keytab
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.target.sslkafkabrokers,"q-lab-kfk-app1.nls.virginvoyages.com:9097,q-lab-kfk-app2.nls.virginvoyages.com:9097,q-lab-kfk-app3.nls.virginvoyages.com:9097"
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.target.truststore,/etc/script_keystore/kafka.server.0925.truststore.jks
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.target.passvalue,SetSail2020
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.target.keystore,/etc/script_keystore/kafka.server.0925.keystore.jks
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.target.kafka.batch.size,16384
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.src.table.type,hive
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.target.kafka.topic ,qa-ship-konami.ptncard
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.datasource.hive.warehouse.load.staging.dir,/tmp
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.datasource.hive.warehouse.metastoreUri,thrift://q-lab-hdp-ada3.virginvoyages.qa.dev:9083
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.hadoop.hive.llap.daemon.service.hosts,@llap0
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.hadoop.hive.zookeeper.quorum,"q-lab-hdp-ada3.virginvoyages.qa.dev:2181,q-lab-hdp-ada2.virginvoyages.qa.dev:2181,q-lab-hdp-ada1.virginvoyages.qa.dev:2181"
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.sql.hive.hiveserver2.jdbc.url,"jdbc:hive2://q-lab-hdp-ada3.virginvoyages.qa.dev:2181,q-lab-hdp-ada2.virginvoyages.qa.dev:2181,q-lab-hdp-ada1.virginvoyages.qa.dev:2181/;serviceDiscoveryMode=zooKeeper;zooKeeperNamespace=hiveserver2"
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.sql.hive.hiveserver2.jdbc.url.principal,hive/_HOST@VIRGINVOYAGES.QA.DEV
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.sql.hive.metastore.jars,/usr/hdp/current/spark2-client/standalone-metastore/*
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.sql.hive.metastore.version,3
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.src.table,shipdw.hvtb_lnd_konami_vw_odbc_ptncard
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.sql.warehouse.dir,/apps/spark/warehouse
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.target.coalesce.value,10
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.oper.metadata.table.mode,overwrite
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.oper.metadata.table,SHIP.HBTB_NBX_SHORETOSHIP_SYNC_VOYAGEOPS
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.src.config.id,SrcKonamiPtncard
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.voyage.id,SC1912065NCM 
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.target.config.id,TgtKonamiPtncard
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.parent.id ,KonamiPtnCard-PtnCardIng-SC1912065NCM
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.target.ops.table.format,org.apache.phoenix.spark
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.target.ops.table.mode,overwrite
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.target.enablerops_table,SHIP.HBTB_INGESTION_METADATA
SrcKonamiPtncard,TgtKonamiPtncard,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiPtncard_TgtKonamiPtncard,spark.target.zkurl,q-lab-hdp-ada1.virginvoyages.qa.dev:2181/hbase-secure:nbx.service@VIRGINVOYAGES.QA.DEV:/home/nbx.service/nbx.keytab
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.target.sslkafkabrokers,"q-lab-kfk-app1.nls.virginvoyages.com:9097,q-lab-kfk-app2.nls.virginvoyages.com:9097,q-lab-kfk-app3.nls.virginvoyages.com:9097"
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.target.truststore,/etc/script_keystore/kafka.server.0925.truststore.jks
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.target.passvalue,SetSail2020
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.target.keystore,/etc/script_keystore/kafka.server.0925.keystore.jks
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.target.kafka.batch.size,16384
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.src.table.type,hive
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.target.kafka.topic ,qa-ship-konami.device
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.datasource.hive.warehouse.load.staging.dir,/tmp
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.datasource.hive.warehouse.metastoreUri,thrift://q-lab-hdp-ada3.virginvoyages.qa.dev:9083
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.hadoop.hive.llap.daemon.service.hosts,@llap0
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.hadoop.hive.zookeeper.quorum,"q-lab-hdp-ada3.virginvoyages.qa.dev:2181,q-lab-hdp-ada2.virginvoyages.qa.dev:2181,q-lab-hdp-ada1.virginvoyages.qa.dev:2181"
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.sql.hive.hiveserver2.jdbc.url,"jdbc:hive2://q-lab-hdp-ada3.virginvoyages.qa.dev:2181,q-lab-hdp-ada2.virginvoyages.qa.dev:2181,q-lab-hdp-ada1.virginvoyages.qa.dev:2181/;serviceDiscoveryMode=zooKeeper;zooKeeperNamespace=hiveserver2"
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.sql.hive.hiveserver2.jdbc.url.principal,hive/_HOST@VIRGINVOYAGES.QA.DEV
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.sql.hive.metastore.jars,/usr/hdp/current/spark2-client/standalone-metastore/*
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.sql.hive.metastore.version,3
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.src.table,shipdw.hvtb_lnd_konami_vw_odbc_device
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.sql.warehouse.dir,/apps/spark/warehouse
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.target.coalesce.value,10
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.oper.metadata.table.mode,overwrite
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.oper.metadata.table,SHIP.HBTB_NBX_SHORETOSHIP_SYNC_VOYAGEOPS
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.src.config.id,SrcKonamiDevice
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.voyage.id,SC1912065NCM 
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.target.config.id,TgtKonamiDevice
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.parent.id ,KonamiDevice-DeviceIng-SC1912065NCM
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.target.ops.table.format,org.apache.phoenix.spark
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.target.ops.table.mode,overwrite
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.target.enablerops_table,SHIP.HBTB_INGESTION_METADATA
SrcKonamiDevice,TgtKonamiDevice,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDevice_TgtKonamiDevice,spark.target.zkurl,q-lab-hdp-ada1.virginvoyages.qa.dev:2181/hbase-secure:nbx.service@VIRGINVOYAGES.QA.DEV:/home/nbx.service/nbx.keytab
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.target.sslkafkabrokers,"q-lab-kfk-app1.nls.virginvoyages.com:9097,q-lab-kfk-app2.nls.virginvoyages.com:9097,q-lab-kfk-app3.nls.virginvoyages.com:9097"
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.target.truststore,/etc/script_keystore/kafka.server.0925.truststore.jks
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.target.passvalue,SetSail2020
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.target.keystore,/etc/script_keystore/kafka.server.0925.keystore.jks
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.target.kafka.batch.size,16384
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.src.table.type,hive
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.target.kafka.topic ,dev-ship-konami.dailyptnrtg
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.datasource.hive.warehouse.load.staging.dir,/tmp
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.datasource.hive.warehouse.metastoreUri,thrift://q-lab-hdp-ada3.virginvoyages.qa.dev:9083
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.hadoop.hive.llap.daemon.service.hosts,@llap0
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.hadoop.hive.zookeeper.quorum,"q-lab-hdp-ada3.virginvoyages.qa.dev:2181,q-lab-hdp-ada2.virginvoyages.qa.dev:2181,q-lab-hdp-ada1.virginvoyages.qa.dev:2181"
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.sql.hive.hiveserver2.jdbc.url,"jdbc:hive2://q-lab-hdp-ada3.virginvoyages.qa.dev:2181,q-lab-hdp-ada2.virginvoyages.qa.dev:2181,q-lab-hdp-ada1.virginvoyages.qa.dev:2181/;serviceDiscoveryMode=zooKeeper;zooKeeperNamespace=hiveserver2"
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.sql.hive.hiveserver2.jdbc.url.principal,hive/_HOST@VIRGINVOYAGES.QA.DEV
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.sql.hive.metastore.jars,/usr/hdp/current/spark2-client/standalone-metastore/*
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.sql.hive.metastore.version,3
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.src.table,shipdw.hvtb_lnd_konami_vw_odbc_dailyptnrtg 
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.sql.warehouse.dir,/apps/spark/warehouse
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.target.coalesce.value,10
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.oper.metadata.table.mode,overwrite
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.oper.metadata.table,SHIP.HBTB_NBX_SHORETOSHIP_SYNC_VOYAGEOPS
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.src.config.id,SrcKonamiDailyprntg
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.voyage.id,SC1912065NCM 
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.target.config.id,TgtKonamiprntg
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.parent.id ,KonamiDailyPtnRtg-DailyPtnRtgIng-SC1912065NCM
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.target.ops.table.format,org.apache.phoenix.spark
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.target.ops.table.mode,overwrite
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.target.enablerops_table,SHIP.HBTB_INGESTION_METADATA
SrcKonamiDailyprntg,TgtKonamiprntg,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyprntg_TgtKonamiDailyprntg,spark.target.zkurl,q-lab-hdp-ada1.virginvoyages.qa.dev:2181/hbase-secure:nbx.service@VIRGINVOYAGES.QA.DEV:/home/nbx.service/nbx.keytab
SrcKonamiDailyptsum,TgtKonamiDailyPtsum,SC1912065NCM ,QA,/data/apps/nbx/Ship-to-shore/config/SrcKonamiDailyptsum_TgtKonamiDailyptsum,spark.target.sslkafkabrokers,"q-lab-kfk-app1.nls.virginvoyages.com:9097,q-lab-kfk-app2.nls.virginvoyages.com:9097,q-lab-kfk-app3.nls.virginvoyages.com:9097"
