,score,n_estimators,max_depth,min_samples_leaf,penalty,C,rand
258,0.4189189189189189,200,25,1,l2,1.0,130
259,0.5945945945945946,200,25,1,l2,1.0,195
260,0.5337837837837838,200,25,1,l2,1.5,0
261,0.5608108108108109,200,25,1,l2,1.5,66
262,0.5405405405405406,200,25,1,l2,1.5,132
263,0.4864864864864865,200,25,1,l2,1.5,198
264,0.5405405405405406,200,25,2,l1,0.5,0
265,0.4864864864864865,200,25,2,l1,0.5,67
266,0.44594594594594594,200,25,2,l1,0.5,134
267,0.49324324324324326,200,25,2,l1,0.5,201
268,0.5337837837837838,200,25,2,l1,1.0,0
269,0.42567567567567566,200,25,2,l1,1.0,68
270,0.5,200,25,2,l1,1.0,136
271,0.47297297297297297,200,25,2,l1,1.0,204
272,0.527027027027027,200,25,2,l1,1.5,0
273,0.4864864864864865,200,25,2,l1,1.5,69
274,0.5135135135135135,200,25,2,l1,1.5,138
275,0.4594594594594595,200,25,2,l1,1.5,207
276,0.5202702702702703,200,25,2,l2,0.5,0
277,0.5202702702702703,200,25,2,l2,0.5,70
278,0.5608108108108109,200,25,2,l2,0.5,140
279,0.5540540540540541,200,25,2,l2,0.5,210
280,0.527027027027027,200,25,2,l2,1.0,0
281,0.49324324324324326,200,25,2,l2,1.0,71
282,0.5,200,25,2,l2,1.0,142
283,0.47297297297297297,200,25,2,l2,1.0,213
284,0.5337837837837838,200,25,2,l2,1.5,0
285,0.5135135135135135,200,25,2,l2,1.5,72
286,0.5067567567567568,200,25,2,l2,1.5,144
287,0.5675675675675675,200,25,2,l2,1.5,216
