,Feature Name,Importance,Delta,FR_Decrementing,FR_Incrementing,FRD_abs,FRI_abs,FRD_MAD,FRI_MAD
79,marketindicespopulationdemographicsage_agehispanic_percentage18to64,0.007563328717487108,13.297561847399628,-0.00037825633169855024,-0.0024677749933039264,0.0019519848631092663,0.003629501427651011,0.0,0.0
96,household_basicdemographics_probableteendriver_reacheddrivingage,0.00763108567770222,0.10966728269006375,0.0,0.0,0.0,0.0,0.0,0.0
74,marketindicespopulationdemographicsage_age18plus_percentage55to64,0.008363777828713894,4.105359391005719,-0.0032708109851943383,-0.001024154865849906,0.006556614648405204,0.004828429301389631,0.0,0.0
72,marketindicespopulationdemographicsage_age18plus_percentage25to34,0.008977324567420295,5.974103550267508,-0.0004577703357995755,0.0004162540041352045,0.0007151477683576078,0.0005701141369226665,0.0,0.0
10,cultural_acxiom,0.009211656929059257,0.05008096986612701,0.0,0.0,0.0,0.0,0.0,0.0
60,spending_retailactivitydate,0.010314430555002958,5020438.027033255,-0.0032531422539767278,0.0010161900255366153,0.0032531422539767278,0.0010161900255366153,0.0,0.0
46,spending_categoryspend_foodandbeverage,0.01089989316271715,384.7997268301206,-0.0007516482524369109,0.02197249324531517,0.0007516482524369109,0.02197249324531517,0.0,0.008139353967275338
28,sports_memorabilia_acxiom,0.011490407189542808,0.14275147850261397,0.0,0.0,0.0,0.0,0.0,0.0
80,marketindicespopulationdemographicsage_agehispanic_percentage65plus,0.011553343881419787,5.230037918563404,-0.0008773405512317766,0.0006571086427448959,0.0008950378930339266,0.0006571086427448959,0.0,0.0
90,marketindicespopulationdemographicsage_household_underage18_percentage6to11,0.012298102173086627,7.109259096194378,0.0017361218796447398,-0.0024545310776602283,0.002609972042955615,0.003986028851197573,0.0,0.0
11,democratic_acxiom,0.012882983943529859,0.24626124864461102,0.0,0.0,0.0,0.0,0.0,0.0
91,marketindicespopulationdemographicsage_household_underage18_percentage6to8,0.013349403584533548,4.256040802081749,-0.004188365647252858,0.0020570742614397217,0.004485548758950595,0.002182854747465075,0.0,0.0
1,artistic_living_acxiom,0.014666089625303549,0.05008096986612701,0.0,0.0,0.0,0.0,0.0,0.0
67,spending_weekssincelastonlineorder,0.015965619689720354,93.12915072301512,0.00332015199642167,-0.0032244119378139254,0.00332015199642167,0.0032244119378139254,0.0,0.0
18,health_acxiom,0.01598979534925438,0.1937916729848357,0.0,0.0,0.0,0.0,0.0,0.0
84,marketindicespopulationdemographicsage_total_percentunderage18,0.015992363011571413,5.374481857914478,-0.0016915943436676005,0.00427479899613917,0.0016976121563737684,0.004278553658592628,0.0,0.0
76,marketindicespopulationdemographicsage_age25plus_medianage,0.01635262081562802,9.147496359426814,0.0006069498821665794,-0.003219768946832201,0.0012200860567482012,0.003999208882570623,0.0,0.0003527138572003252
41,spending_categoryspend_automotive,0.016375165299662788,5.860462113054896,-0.0003149425252491609,6.997046187327848e-05,0.0003149425252491609,6.997046187327848e-05,0.0,0.0
44,spending_categoryspend_collectibles,0.017730587219342116,274.05967895129874,0.0,0.0,0.0,0.0,0.0,0.0
57,spending_categoryspend_videosanddvds,0.0179634301016547,0.24639011718533552,0.0,0.0,0.0,0.0,0.0,0.0
26,soccer_acxiom,0.01861516447177449,0.057729755035929274,0.0,0.0,0.0,0.0,0.0,0.0
62,spending_totalonlinedollars,0.018800756779173634,10421.694758870179,0.013337726504502679,-0.0015593800847965866,0.013337726504502679,0.0015593800847965866,0.0,0.0
7,collectibles_antiques_acxiom,0.01910230815715136,0.2488789694150407,0.0,0.0,0.0,0.0,0.0,0.0
40,spending_categoryspend_apparel,0.020711751911958377,430.53000507409513,-0.0032903794510521474,0.00906101889664424,0.0034691413133202164,0.011353508920825655,0.0,0.0033225413624938006
47,spending_categoryspend_garden,0.022324488891643093,21.333452810023037,-0.0008374827877253404,0.0004809435178246828,0.0008374827877253404,0.0004809435178246828,0.0,0.0
85,marketindicespopulationdemographicsage_white_percentage65plus,0.0251181615638078,5.161133331814215,0.0007444038331596407,0.0017120931408956628,0.002991858643331353,0.0024568644541191217,0.0,0.0
56,spending_categoryspend_stationery,0.02679199022304778,76.53798385732694,0.000618923695201653,-0.005089062028148934,0.000618923695201653,0.0051204033467185306,0.0,0.0013156886790124242
39,spending_averagedollaramountperpurchase,0.02830096576963522,1354.360821691552,0.009929377784050614,0.004175168849041377,0.011888980387759958,0.00795519041001214,0.0010061412151021183,0.002832425191040184
75,marketindicespopulationdemographicsage_age18plus_percentage75plus,0.03012157095120766,3.311863693416042,-0.002155841273322367,0.0032170834969961577,0.002155841273322367,0.003462762062641113,0.0,0.0
49,spending_categoryspend_health,0.031920894071449976,114.60888149250823,-0.00023526785014321442,0.0018124883624892792,0.0002513815973855931,0.0035410883877740455,0.0,0.0006927442217960957
83,marketindicespopulationdemographicsage_total_medianage,0.032747489318906635,8.034600093776302,-0.01074525158145001,0.001404631976134061,0.014026055225492147,0.007272790253765029,0.0021047836868921315,0.0
55,spending_categoryspend_other,0.035142076389929194,259.94641410228627,-0.0020957917104859726,0.004338469442016428,0.00209640089676715,0.004514991048286117,0.0,0.0019222258079059805
87,marketindicespopulationdemographicsage_household_underage18_percentage15to17,0.03679811915319167,4.433820694421804,-0.012629334209922452,0.00932965411193997,0.01309735883343966,0.009660997253155472,0.0,0.0
78,marketindicespopulationdemographicsage_ageblack_percentunderage18,0.03690229563574285,9.810190578404876,-0.0025524746407634288,-0.010697269335464148,0.009250440737733548,0.016607335951892826,0.0,0.0
64,spending_totalonlineorder_dollarsunder50,0.038008601432715866,2.6043417733921053,-0.010538145731183834,0.0740118907742673,0.011205719726919684,0.07781540454614659,0.0,0.02005151069741662
66,spending_weekssincefirstonlineorder,0.03912375755396974,65.66581455414352,-0.0005357803640114895,-0.0007781639717316188,0.002482971557275357,0.002498814691591546,0.0,0.0
53,spending_categoryspend_jewelry,0.04267653334785025,57.53594630578031,-0.0011758503446742585,0.0067092096498251996,0.0011758503446742585,0.0067092096498251996,0.0,0.0
73,marketindicespopulationdemographicsage_age18plus_percentage35to44,0.04579808468979757,4.568154045263203,-0.008724435937827022,0.006052918854098052,0.008730219076839787,0.006194596090291405,0.0,0.0
